"orderid","productid","productname","qty","orderdate","unitprice","custid","shipcountry"
10624,28,"Product OFBNT",10,"2007-08-07 00:00:00",45.6,"78","USA"
10624,29,"Product VJXYN",6,"2007-08-07 00:00:00",123.79,"78","USA"
10624,44,"Product VJIEO",10,"2007-08-07 00:00:00",19.45,"78","USA"
10625,14,"Product PWCJB",3,"2007-08-08 00:00:00",23.25,"2","Mexico"
10625,42,"Product RJVNM",5,"2007-08-08 00:00:00",14.0,"2","Mexico"
10625,60,"Product WHBYK",10,"2007-08-08 00:00:00",34.0,"2","Mexico"
10626,53,"Product BKGEA",12,"2007-08-11 00:00:00",32.8,"5","Sweden"
10626,60,"Product WHBYK",20,"2007-08-11 00:00:00",34.0,"5","Sweden"
10626,71,"Product MYMOI",20,"2007-08-11 00:00:00",21.5,"5","Sweden"
10627,62,"Product WUXYK",15,"2007-08-11 00:00:00",49.3,"71","USA"
10627,73,"Product WEUJZ",35,"2007-08-11 00:00:00",15.0,"71","USA"
10628,1,"Product HHYDP",25,"2007-08-12 00:00:00",18.0,"7","France"
10629,29,"Product VJXYN",20,"2007-08-12 00:00:00",123.79,"30","Spain"
10629,64,"Product HCQDE",9,"2007-08-12 00:00:00",33.25,"30","Spain"
10630,55,"Product YYWRT",12,"2007-08-13 00:00:00",24.0,"39","Germany"
10630,76,"Product JYGFE",35,"2007-08-13 00:00:00",18.0,"39","Germany"
10631,75,"Product BWRLG",8,"2007-08-14 00:00:00",7.75,"41","France"
10632,2,"Product RECZE",30,"2007-08-14 00:00:00",19.0,"86","Germany"
10632,33,"Product ASTMN",20,"2007-08-14 00:00:00",2.5,"86","Germany"
10633,12,"Product OSFNS",36,"2007-08-15 00:00:00",38.0,"20","Austria"
10633,13,"Product POXFU",13,"2007-08-15 00:00:00",6.0,"20","Austria"
10633,26,"Product HLGZA",35,"2007-08-15 00:00:00",31.23,"20","Austria"
10633,62,"Product WUXYK",80,"2007-08-15 00:00:00",49.3,"20","Austria"
10634,7,"Product HMLNI",35,"2007-08-15 00:00:00",30.0,"23","France"
10634,18,"Product CKEDC",50,"2007-08-15 00:00:00",62.5,"23","France"
10634,51,"Product APITJ",15,"2007-08-15 00:00:00",53.0,"23","France"
10634,75,"Product BWRLG",2,"2007-08-15 00:00:00",7.75,"23","France"
10635,4,"Product KSBRM",10,"2007-08-18 00:00:00",22.0,"49","Italy"
10635,5,"Product EPEIM",15,"2007-08-18 00:00:00",21.35,"49","Italy"
10635,22,"Product CPHFY",40,"2007-08-18 00:00:00",21.0,"49","Italy"
10636,4,"Product KSBRM",25,"2007-08-19 00:00:00",22.0,"87","Finland"
10636,58,"Product ACRVI",6,"2007-08-19 00:00:00",13.25,"87","Finland"
10637,11,"Product QMVUN",10,"2007-08-19 00:00:00",21.0,"62","Brazil"
10637,50,"Product BIUDV",25,"2007-08-19 00:00:00",16.25,"62","Brazil"
10637,56,"Product VKCMF",60,"2007-08-19 00:00:00",38.0,"62","Brazil"
10638,45,"Product AQOKR",20,"2007-08-20 00:00:00",9.5,"47","Venezuela"
10638,65,"Product XYWBZ",21,"2007-08-20 00:00:00",21.05,"47","Venezuela"
10638,72,"Product GEEOO",60,"2007-08-20 00:00:00",34.8,"47","Venezuela"
10639,18,"Product CKEDC",8,"2007-08-20 00:00:00",62.5,"70","Norway"
10640,69,"Product COAXA",20,"2007-08-21 00:00:00",36.0,"86","Germany"
10640,70,"Product TOONT",15,"2007-08-21 00:00:00",15.0,"86","Germany"
10641,2,"Product RECZE",50,"2007-08-22 00:00:00",19.0,"35","Venezuela"
10641,40,"Product YZIXQ",60,"2007-08-22 00:00:00",18.4,"35","Venezuela"
10642,21,"Product VJZZH",30,"2007-08-22 00:00:00",10.0,"73","Denmark"
10642,61,"Product XYZPE",20,"2007-08-22 00:00:00",28.5,"73","Denmark"
10643,28,"Product OFBNT",15,"2007-08-25 00:00:00",45.6,"1","Germany"
10643,39,"Product LSOFL",21,"2007-08-25 00:00:00",18.0,"1","Germany"
10643,46,"Product CBRRL",2,"2007-08-25 00:00:00",12.0,"1","Germany"
10644,18,"Product CKEDC",4,"2007-08-25 00:00:00",62.5,"88","Brazil"
10644,43,"Product ZZZHR",20,"2007-08-25 00:00:00",46.0,"88","Brazil"
10644,46,"Product CBRRL",21,"2007-08-25 00:00:00",12.0,"88","Brazil"
10645,18,"Product CKEDC",20,"2007-08-26 00:00:00",62.5,"34","Brazil"
10645,36,"Product GMKIJ",15,"2007-08-26 00:00:00",19.0,"34","Brazil"
10646,1,"Product HHYDP",15,"2007-08-27 00:00:00",18.0,"37","Ireland"
10646,10,"Product YHXGE",18,"2007-08-27 00:00:00",31.0,"37","Ireland"
10646,71,"Product MYMOI",30,"2007-08-27 00:00:00",21.5,"37","Ireland"
10646,77,"Product LUNZZ",35,"2007-08-27 00:00:00",13.0,"37","Ireland"
10647,19,"Product XKXDO",30,"2007-08-27 00:00:00",9.2,"61","Brazil"
10647,39,"Product LSOFL",20,"2007-08-27 00:00:00",18.0,"61","Brazil"
10648,22,"Product CPHFY",15,"2007-08-28 00:00:00",21.0,"67","Brazil"
10648,24,"Product QOGNU",15,"2007-08-28 00:00:00",4.5,"67","Brazil"
10649,28,"Product OFBNT",20,"2007-08-28 00:00:00",45.6,"50","Belgium"
10649,72,"Product GEEOO",15,"2007-08-28 00:00:00",34.8,"50","Belgium"
10650,30,"Product LYERX",30,"2007-08-29 00:00:00",25.89,"21","Brazil"
10650,53,"Product BKGEA",25,"2007-08-29 00:00:00",32.8,"21","Brazil"
10650,54,"Product QAQRL",30,"2007-08-29 00:00:00",7.45,"21","Brazil"
10651,19,"Product XKXDO",12,"2007-09-01 00:00:00",9.2,"86","Germany"
10651,22,"Product CPHFY",20,"2007-09-01 00:00:00",21.0,"86","Germany"
10652,30,"Product LYERX",2,"2007-09-01 00:00:00",25.89,"31","Brazil"
10652,42,"Product RJVNM",20,"2007-09-01 00:00:00",14.0,"31","Brazil"
10653,16,"Product PAFRH",30,"2007-09-02 00:00:00",17.45,"25","Germany"
10653,60,"Product WHBYK",20,"2007-09-02 00:00:00",34.0,"25","Germany"
10654,4,"Product KSBRM",12,"2007-09-02 00:00:00",22.0,"5","Sweden"
10654,39,"Product LSOFL",20,"2007-09-02 00:00:00",18.0,"5","Sweden"
10654,54,"Product QAQRL",6,"2007-09-02 00:00:00",7.45,"5","Sweden"
10655,41,"Product TTEEX",20,"2007-09-03 00:00:00",9.65,"66","Italy"
10656,14,"Product PWCJB",3,"2007-09-04 00:00:00",23.25,"32","USA"
10656,44,"Product VJIEO",28,"2007-09-04 00:00:00",19.45,"32","USA"
10656,47,"Product EZZPR",6,"2007-09-04 00:00:00",9.5,"32","USA"
10657,15,"Product KSZOI",50,"2007-09-04 00:00:00",15.5,"71","USA"
10657,41,"Product TTEEX",24,"2007-09-04 00:00:00",9.65,"71","USA"
10657,46,"Product CBRRL",45,"2007-09-04 00:00:00",12.0,"71","USA"
10657,47,"Product EZZPR",10,"2007-09-04 00:00:00",9.5,"71","USA"
10657,56,"Product VKCMF",45,"2007-09-04 00:00:00",38.0,"71","USA"
10657,60,"Product WHBYK",30,"2007-09-04 00:00:00",34.0,"71","USA"
10658,21,"Product VJZZH",60,"2007-09-05 00:00:00",10.0,"63","Germany"
10658,40,"Product YZIXQ",70,"2007-09-05 00:00:00",18.4,"63","Germany"
10658,60,"Product WHBYK",55,"2007-09-05 00:00:00",34.0,"63","Germany"
10658,77,"Product LUNZZ",70,"2007-09-05 00:00:00",13.0,"63","Germany"
10659,31,"Product XWOXC",20,"2007-09-05 00:00:00",12.5,"62","Brazil"
10659,40,"Product YZIXQ",24,"2007-09-05 00:00:00",18.4,"62","Brazil"
10659,70,"Product TOONT",40,"2007-09-05 00:00:00",15.0,"62","Brazil"
10660,20,"Product QHFFP",21,"2007-09-08 00:00:00",81.0,"36","USA"
10661,39,"Product LSOFL",3,"2007-09-09 00:00:00",18.0,"37","Ireland"
10661,58,"Product ACRVI",49,"2007-09-09 00:00:00",13.25,"37","Ireland"
10662,68,"Product TBTBL",10,"2007-09-09 00:00:00",12.5,"48","USA"
10663,40,"Product YZIXQ",30,"2007-09-10 00:00:00",18.4,"9","France"
10663,42,"Product RJVNM",30,"2007-09-10 00:00:00",14.0,"9","France"
10663,51,"Product APITJ",20,"2007-09-10 00:00:00",53.0,"9","France"
10664,10,"Product YHXGE",24,"2007-09-10 00:00:00",31.0,"28","Portugal"
10664,56,"Product VKCMF",12,"2007-09-10 00:00:00",38.0,"28","Portugal"
10664,65,"Product XYWBZ",15,"2007-09-10 00:00:00",21.05,"28","Portugal"
10665,51,"Product APITJ",20,"2007-09-11 00:00:00",53.0,"48","USA"
10665,59,"Product UKXRI",1,"2007-09-11 00:00:00",55.0,"48","USA"
10665,76,"Product JYGFE",10,"2007-09-11 00:00:00",18.0,"48","USA"
10666,29,"Product VJXYN",36,"2007-09-12 00:00:00",123.79,"68","Switzerland"
10666,65,"Product XYWBZ",10,"2007-09-12 00:00:00",21.05,"68","Switzerland"
10667,69,"Product COAXA",45,"2007-09-12 00:00:00",36.0,"20","Austria"
10667,71,"Product MYMOI",14,"2007-09-12 00:00:00",21.5,"20","Austria"
10668,31,"Product XWOXC",8,"2007-09-15 00:00:00",12.5,"86","Germany"
10668,55,"Product YYWRT",4,"2007-09-15 00:00:00",24.0,"86","Germany"
10668,64,"Product HCQDE",15,"2007-09-15 00:00:00",33.25,"86","Germany"
10669,36,"Product GMKIJ",30,"2007-09-15 00:00:00",19.0,"73","Denmark"
10670,23,"Product JLUDZ",32,"2007-09-16 00:00:00",9.0,"25","Germany"
10670,46,"Product CBRRL",60,"2007-09-16 00:00:00",12.0,"25","Germany"
10670,67,"Product XLXQF",25,"2007-09-16 00:00:00",14.0,"25","Germany"
10670,73,"Product WEUJZ",50,"2007-09-16 00:00:00",15.0,"25","Germany"
10670,75,"Product BWRLG",25,"2007-09-16 00:00:00",7.75,"25","Germany"
10671,16,"Product PAFRH",10,"2007-09-17 00:00:00",17.45,"26","France"
10671,62,"Product WUXYK",10,"2007-09-17 00:00:00",49.3,"26","France"
10671,65,"Product XYWBZ",12,"2007-09-17 00:00:00",21.05,"26","France"
10672,38,"Product QDOMO",15,"2007-09-17 00:00:00",263.5,"5","Sweden"
10672,71,"Product MYMOI",12,"2007-09-17 00:00:00",21.5,"5","Sweden"
10673,16,"Product PAFRH",3,"2007-09-18 00:00:00",17.45,"90","Finland"
10673,42,"Product RJVNM",6,"2007-09-18 00:00:00",14.0,"90","Finland"
10673,43,"Product ZZZHR",6,"2007-09-18 00:00:00",46.0,"90","Finland"
10674,23,"Product JLUDZ",5,"2007-09-18 00:00:00",9.0,"38","UK"
10675,14,"Product PWCJB",30,"2007-09-19 00:00:00",23.25,"25","Germany"
10675,53,"Product BKGEA",10,"2007-09-19 00:00:00",32.8,"25","Germany"
10675,58,"Product ACRVI",30,"2007-09-19 00:00:00",13.25,"25","Germany"
10676,10,"Product YHXGE",2,"2007-09-22 00:00:00",31.0,"80","Mexico"
10676,19,"Product XKXDO",7,"2007-09-22 00:00:00",9.2,"80","Mexico"
10676,44,"Product VJIEO",21,"2007-09-22 00:00:00",19.45,"80","Mexico"
10677,26,"Product HLGZA",30,"2007-09-22 00:00:00",31.23,"3","Mexico"
10677,33,"Product ASTMN",8,"2007-09-22 00:00:00",2.5,"3","Mexico"
10678,12,"Product OSFNS",100,"2007-09-23 00:00:00",38.0,"71","USA"
10678,33,"Product ASTMN",30,"2007-09-23 00:00:00",2.5,"71","USA"
10678,41,"Product TTEEX",120,"2007-09-23 00:00:00",9.65,"71","USA"
10678,54,"Product QAQRL",30,"2007-09-23 00:00:00",7.45,"71","USA"
10679,59,"Product UKXRI",12,"2007-09-23 00:00:00",55.0,"7","France"
10680,16,"Product PAFRH",50,"2007-09-24 00:00:00",17.45,"55","USA"
10680,31,"Product XWOXC",20,"2007-09-24 00:00:00",12.5,"55","USA"
10680,42,"Product RJVNM",40,"2007-09-24 00:00:00",14.0,"55","USA"
10681,19,"Product XKXDO",30,"2007-09-25 00:00:00",9.2,"32","USA"
10681,21,"Product VJZZH",12,"2007-09-25 00:00:00",10.0,"32","USA"
10681,64,"Product HCQDE",28,"2007-09-25 00:00:00",33.25,"32","USA"
10682,33,"Product ASTMN",30,"2007-09-25 00:00:00",2.5,"3","Mexico"
10682,66,"Product LQMGN",4,"2007-09-25 00:00:00",17.0,"3","Mexico"
10682,75,"Product BWRLG",30,"2007-09-25 00:00:00",7.75,"3","Mexico"
10683,52,"Product QSRXF",9,"2007-09-26 00:00:00",7.0,"18","France"
10684,40,"Product YZIXQ",20,"2007-09-26 00:00:00",18.4,"56","Germany"
10684,47,"Product EZZPR",40,"2007-09-26 00:00:00",9.5,"56","Germany"
10684,60,"Product WHBYK",30,"2007-09-26 00:00:00",34.0,"56","Germany"
10685,10,"Product YHXGE",20,"2007-09-29 00:00:00",31.0,"31","Brazil"
10685,41,"Product TTEEX",4,"2007-09-29 00:00:00",9.65,"31","Brazil"
10685,47,"Product EZZPR",15,"2007-09-29 00:00:00",9.5,"31","Brazil"
10686,17,"Product BLCAX",30,"2007-09-30 00:00:00",39.0,"59","Austria"
10686,26,"Product HLGZA",15,"2007-09-30 00:00:00",31.23,"59","Austria"
10687,9,"Product AOZBW",50,"2007-09-30 00:00:00",97.0,"37","Ireland"
10687,29,"Product VJXYN",10,"2007-09-30 00:00:00",123.79,"37","Ireland"
10687,36,"Product GMKIJ",6,"2007-09-30 00:00:00",19.0,"37","Ireland"
10688,10,"Product YHXGE",18,"2007-10-01 00:00:00",31.0,"83","Denmark"
10688,28,"Product OFBNT",60,"2007-10-01 00:00:00",45.6,"83","Denmark"
10688,34,"Product SWNJY",14,"2007-10-01 00:00:00",14.0,"83","Denmark"
10689,1,"Product HHYDP",35,"2007-10-01 00:00:00",18.0,"5","Sweden"
10690,56,"Product VKCMF",20,"2007-10-02 00:00:00",38.0,"34","Brazil"
10690,77,"Product LUNZZ",30,"2007-10-02 00:00:00",13.0,"34","Brazil"
10691,1,"Product HHYDP",30,"2007-10-03 00:00:00",18.0,"63","Germany"
10691,29,"Product VJXYN",40,"2007-10-03 00:00:00",123.79,"63","Germany"
10691,43,"Product ZZZHR",40,"2007-10-03 00:00:00",46.0,"63","Germany"
10691,44,"Product VJIEO",24,"2007-10-03 00:00:00",19.45,"63","Germany"
10691,62,"Product WUXYK",48,"2007-10-03 00:00:00",49.3,"63","Germany"
10692,63,"Product ICKNK",20,"2007-10-03 00:00:00",43.9,"1","Germany"
10693,9,"Product AOZBW",6,"2007-10-06 00:00:00",97.0,"89","USA"
10693,54,"Product QAQRL",60,"2007-10-06 00:00:00",7.45,"89","USA"
10693,69,"Product COAXA",30,"2007-10-06 00:00:00",36.0,"89","USA"
10693,73,"Product WEUJZ",15,"2007-10-06 00:00:00",15.0,"89","USA"
10694,7,"Product HMLNI",90,"2007-10-06 00:00:00",30.0,"63","Germany"
10694,59,"Product UKXRI",25,"2007-10-06 00:00:00",55.0,"63","Germany"
10694,70,"Product TOONT",50,"2007-10-06 00:00:00",15.0,"63","Germany"
10695,8,"Product WVJFP",10,"2007-10-07 00:00:00",40.0,"90","Finland"
10695,12,"Product OSFNS",4,"2007-10-07 00:00:00",38.0,"90","Finland"
10695,24,"Product QOGNU",20,"2007-10-07 00:00:00",4.5,"90","Finland"
10696,17,"Product BLCAX",20,"2007-10-08 00:00:00",39.0,"89","USA"
10696,46,"Product CBRRL",18,"2007-10-08 00:00:00",12.0,"89","USA"
10697,19,"Product XKXDO",7,"2007-10-08 00:00:00",9.2,"47","Venezuela"
10697,35,"Product NEVTJ",9,"2007-10-08 00:00:00",18.0,"47","Venezuela"
10697,58,"Product ACRVI",30,"2007-10-08 00:00:00",13.25,"47","Venezuela"
10697,70,"Product TOONT",30,"2007-10-08 00:00:00",15.0,"47","Venezuela"
10698,11,"Product QMVUN",15,"2007-10-09 00:00:00",21.0,"20","Austria"
10698,17,"Product BLCAX",8,"2007-10-09 00:00:00",39.0,"20","Austria"
10698,29,"Product VJXYN",12,"2007-10-09 00:00:00",123.79,"20","Austria"
10698,65,"Product XYWBZ",65,"2007-10-09 00:00:00",21.05,"20","Austria"
10698,70,"Product TOONT",8,"2007-10-09 00:00:00",15.0,"20","Austria"
10699,47,"Product EZZPR",12,"2007-10-09 00:00:00",9.5,"52","Germany"
10700,1,"Product HHYDP",5,"2007-10-10 00:00:00",18.0,"71","USA"
10700,34,"Product SWNJY",12,"2007-10-10 00:00:00",14.0,"71","USA"
10700,68,"Product TBTBL",40,"2007-10-10 00:00:00",12.5,"71","USA"
10700,71,"Product MYMOI",60,"2007-10-10 00:00:00",21.5,"71","USA"
10701,59,"Product UKXRI",42,"2007-10-13 00:00:00",55.0,"37","Ireland"
10701,71,"Product MYMOI",20,"2007-10-13 00:00:00",21.5,"37","Ireland"
10701,76,"Product JYGFE",35,"2007-10-13 00:00:00",18.0,"37","Ireland"
10702,3,"Product IMEHJ",6,"2007-10-13 00:00:00",10.0,"1","Germany"
10702,76,"Product JYGFE",15,"2007-10-13 00:00:00",18.0,"1","Germany"
10703,2,"Product RECZE",5,"2007-10-14 00:00:00",19.0,"24","Sweden"
10703,59,"Product UKXRI",35,"2007-10-14 00:00:00",55.0,"24","Sweden"
10703,73,"Product WEUJZ",35,"2007-10-14 00:00:00",15.0,"24","Sweden"
10704,4,"Product KSBRM",6,"2007-10-14 00:00:00",22.0,"62","Brazil"
10704,24,"Product QOGNU",35,"2007-10-14 00:00:00",4.5,"62","Brazil"
10704,48,"Product MYNXN",24,"2007-10-14 00:00:00",12.75,"62","Brazil"
10705,31,"Product XWOXC",20,"2007-10-15 00:00:00",12.5,"35","Venezuela"
10705,32,"Product NUNAW",4,"2007-10-15 00:00:00",32.0,"35","Venezuela"
10706,16,"Product PAFRH",20,"2007-10-16 00:00:00",17.45,"55","USA"
10706,43,"Product ZZZHR",24,"2007-10-16 00:00:00",46.0,"55","USA"
10706,59,"Product UKXRI",8,"2007-10-16 00:00:00",55.0,"55","USA"
10707,55,"Product YYWRT",21,"2007-10-16 00:00:00",24.0,"4","UK"
10707,57,"Product OVLQI",40,"2007-10-16 00:00:00",19.5,"4","UK"
10707,70,"Product TOONT",28,"2007-10-16 00:00:00",15.0,"4","UK"
10708,5,"Product EPEIM",4,"2007-10-17 00:00:00",21.35,"77","USA"
10708,36,"Product GMKIJ",5,"2007-10-17 00:00:00",19.0,"77","USA"
10709,8,"Product WVJFP",40,"2007-10-17 00:00:00",40.0,"31","Brazil"
10709,51,"Product APITJ",28,"2007-10-17 00:00:00",53.0,"31","Brazil"
10709,60,"Product WHBYK",10,"2007-10-17 00:00:00",34.0,"31","Brazil"
10710,19,"Product XKXDO",5,"2007-10-20 00:00:00",9.2,"27","Italy"
10710,47,"Product EZZPR",5,"2007-10-20 00:00:00",9.5,"27","Italy"
10711,19,"Product XKXDO",12,"2007-10-21 00:00:00",9.2,"71","USA"
10711,41,"Product TTEEX",42,"2007-10-21 00:00:00",9.65,"71","USA"
10711,53,"Product BKGEA",120,"2007-10-21 00:00:00",32.8,"71","USA"
10712,53,"Product BKGEA",3,"2007-10-21 00:00:00",32.8,"37","Ireland"
10712,56,"Product VKCMF",30,"2007-10-21 00:00:00",38.0,"37","Ireland"
10713,10,"Product YHXGE",18,"2007-10-22 00:00:00",31.0,"71","USA"
10713,26,"Product HLGZA",30,"2007-10-22 00:00:00",31.23,"71","USA"
10713,45,"Product AQOKR",110,"2007-10-22 00:00:00",9.5,"71","USA"
10713,46,"Product CBRRL",24,"2007-10-22 00:00:00",12.0,"71","USA"
10714,2,"Product RECZE",30,"2007-10-22 00:00:00",19.0,"71","USA"
10714,17,"Product BLCAX",27,"2007-10-22 00:00:00",39.0,"71","USA"
10714,47,"Product EZZPR",50,"2007-10-22 00:00:00",9.5,"71","USA"
10714,56,"Product VKCMF",18,"2007-10-22 00:00:00",38.0,"71","USA"
10714,58,"Product ACRVI",12,"2007-10-22 00:00:00",13.25,"71","USA"
10715,10,"Product YHXGE",21,"2007-10-23 00:00:00",31.0,"9","France"
10715,71,"Product MYMOI",30,"2007-10-23 00:00:00",21.5,"9","France"
10716,21,"Product VJZZH",5,"2007-10-24 00:00:00",10.0,"64","Argentina"
10716,51,"Product APITJ",7,"2007-10-24 00:00:00",53.0,"64","Argentina"
10716,61,"Product XYZPE",10,"2007-10-24 00:00:00",28.5,"64","Argentina"
10717,21,"Product VJZZH",32,"2007-10-24 00:00:00",10.0,"25","Germany"
10717,54,"Product QAQRL",15,"2007-10-24 00:00:00",7.45,"25","Germany"
10717,69,"Product COAXA",25,"2007-10-24 00:00:00",36.0,"25","Germany"
10718,12,"Product OSFNS",36,"2007-10-27 00:00:00",38.0,"39","Germany"
10718,16,"Product PAFRH",20,"2007-10-27 00:00:00",17.45,"39","Germany"
10718,36,"Product GMKIJ",40,"2007-10-27 00:00:00",19.0,"39","Germany"
10718,62,"Product WUXYK",20,"2007-10-27 00:00:00",49.3,"39","Germany"
10719,18,"Product CKEDC",12,"2007-10-27 00:00:00",62.5,"45","USA"
10719,30,"Product LYERX",3,"2007-10-27 00:00:00",25.89,"45","USA"
10719,54,"Product QAQRL",40,"2007-10-27 00:00:00",7.45,"45","USA"
10720,35,"Product NEVTJ",21,"2007-10-28 00:00:00",18.0,"61","Brazil"
10720,71,"Product MYMOI",8,"2007-10-28 00:00:00",21.5,"61","Brazil"
10721,44,"Product VJIEO",50,"2007-10-29 00:00:00",19.45,"63","Germany"
10722,2,"Product RECZE",3,"2007-10-29 00:00:00",19.0,"71","USA"
10722,31,"Product XWOXC",50,"2007-10-29 00:00:00",12.5,"71","USA"
10722,68,"Product TBTBL",45,"2007-10-29 00:00:00",12.5,"71","USA"
10722,75,"Product BWRLG",42,"2007-10-29 00:00:00",7.75,"71","USA"
10723,26,"Product HLGZA",15,"2007-10-30 00:00:00",31.23,"89","USA"
10724,10,"Product YHXGE",16,"2007-10-30 00:00:00",31.0,"51","Canada"
10724,61,"Product XYZPE",5,"2007-10-30 00:00:00",28.5,"51","Canada"
10725,41,"Product TTEEX",12,"2007-10-31 00:00:00",9.65,"21","Brazil"
10725,52,"Product QSRXF",4,"2007-10-31 00:00:00",7.0,"21","Brazil"
10725,55,"Product YYWRT",6,"2007-10-31 00:00:00",24.0,"21","Brazil"
10726,4,"Product KSBRM",25,"2007-11-03 00:00:00",22.0,"19","UK"
10726,11,"Product QMVUN",5,"2007-11-03 00:00:00",21.0,"19","UK"
10727,17,"Product BLCAX",20,"2007-11-03 00:00:00",39.0,"66","Italy"
10727,56,"Product VKCMF",10,"2007-11-03 00:00:00",38.0,"66","Italy"
10727,59,"Product UKXRI",10,"2007-11-03 00:00:00",55.0,"66","Italy"
10728,30,"Product LYERX",15,"2007-11-04 00:00:00",25.89,"62","Brazil"
10728,40,"Product YZIXQ",6,"2007-11-04 00:00:00",18.4,"62","Brazil"
10728,55,"Product YYWRT",12,"2007-11-04 00:00:00",24.0,"62","Brazil"
10728,60,"Product WHBYK",15,"2007-11-04 00:00:00",34.0,"62","Brazil"
10729,1,"Product HHYDP",50,"2007-11-04 00:00:00",18.0,"47","Venezuela"
10729,21,"Product VJZZH",30,"2007-11-04 00:00:00",10.0,"47","Venezuela"
10729,50,"Product BIUDV",40,"2007-11-04 00:00:00",16.25,"47","Venezuela"
10730,16,"Product PAFRH",15,"2007-11-05 00:00:00",17.45,"9","France"
10730,31,"Product XWOXC",3,"2007-11-05 00:00:00",12.5,"9","France"
10730,65,"Product XYWBZ",10,"2007-11-05 00:00:00",21.05,"9","France"
10731,21,"Product VJZZH",40,"2007-11-06 00:00:00",10.0,"14","Switzerland"
10731,51,"Product APITJ",30,"2007-11-06 00:00:00",53.0,"14","Switzerland"
10732,76,"Product JYGFE",20,"2007-11-06 00:00:00",18.0,"9","France"
10733,14,"Product PWCJB",16,"2007-11-07 00:00:00",23.25,"5","Sweden"
10733,28,"Product OFBNT",20,"2007-11-07 00:00:00",45.6,"5","Sweden"
10733,52,"Product QSRXF",25,"2007-11-07 00:00:00",7.0,"5","Sweden"
10734,6,"Product VAIIV",30,"2007-11-07 00:00:00",25.0,"31","Brazil"
10734,30,"Product LYERX",15,"2007-11-07 00:00:00",25.89,"31","Brazil"
10734,76,"Product JYGFE",20,"2007-11-07 00:00:00",18.0,"31","Brazil"
10735,61,"Product XYZPE",20,"2007-11-10 00:00:00",28.5,"45","USA"
10735,77,"Product LUNZZ",2,"2007-11-10 00:00:00",13.0,"45","USA"
10736,65,"Product XYWBZ",40,"2007-11-11 00:00:00",21.05,"37","Ireland"
10736,75,"Product BWRLG",20,"2007-11-11 00:00:00",7.75,"37","Ireland"
10737,13,"Product POXFU",4,"2007-11-11 00:00:00",6.0,"85","France"
10737,41,"Product TTEEX",12,"2007-11-11 00:00:00",9.65,"85","France"
10738,16,"Product PAFRH",3,"2007-11-12 00:00:00",17.45,"74","France"
10739,36,"Product GMKIJ",6,"2007-11-12 00:00:00",19.0,"85","France"
10739,52,"Product QSRXF",18,"2007-11-12 00:00:00",7.0,"85","France"
10740,28,"Product OFBNT",5,"2007-11-13 00:00:00",45.6,"89","USA"
10740,35,"Product NEVTJ",35,"2007-11-13 00:00:00",18.0,"89","USA"
10740,45,"Product AQOKR",40,"2007-11-13 00:00:00",9.5,"89","USA"
10740,56,"Product VKCMF",14,"2007-11-13 00:00:00",38.0,"89","USA"
10741,2,"Product RECZE",15,"2007-11-14 00:00:00",19.0,"4","UK"
10742,3,"Product IMEHJ",20,"2007-11-14 00:00:00",10.0,"10","Canada"
10742,60,"Product WHBYK",50,"2007-11-14 00:00:00",34.0,"10","Canada"
10742,72,"Product GEEOO",35,"2007-11-14 00:00:00",34.8,"10","Canada"
10743,46,"Product CBRRL",28,"2007-11-17 00:00:00",12.0,"4","UK"
10744,40,"Product YZIXQ",50,"2007-11-17 00:00:00",18.4,"83","Denmark"
10745,18,"Product CKEDC",24,"2007-11-18 00:00:00",62.5,"63","Germany"
10745,44,"Product VJIEO",16,"2007-11-18 00:00:00",19.45,"63","Germany"
10745,59,"Product UKXRI",45,"2007-11-18 00:00:00",55.0,"63","Germany"
10745,72,"Product GEEOO",7,"2007-11-18 00:00:00",34.8,"63","Germany"
10746,13,"Product POXFU",6,"2007-11-19 00:00:00",6.0,"14","Switzerland"
10746,42,"Product RJVNM",28,"2007-11-19 00:00:00",14.0,"14","Switzerland"
10746,62,"Product WUXYK",9,"2007-11-19 00:00:00",49.3,"14","Switzerland"
10746,69,"Product COAXA",40,"2007-11-19 00:00:00",36.0,"14","Switzerland"
10747,31,"Product XWOXC",8,"2007-11-19 00:00:00",12.5,"59","Austria"
10747,41,"Product TTEEX",35,"2007-11-19 00:00:00",9.65,"59","Austria"
10747,63,"Product ICKNK",9,"2007-11-19 00:00:00",43.9,"59","Austria"
10747,69,"Product COAXA",30,"2007-11-19 00:00:00",36.0,"59","Austria"
10748,23,"Product JLUDZ",44,"2007-11-20 00:00:00",9.0,"71","USA"
10748,40,"Product YZIXQ",40,"2007-11-20 00:00:00",18.4,"71","USA"
10748,56,"Product VKCMF",28,"2007-11-20 00:00:00",38.0,"71","USA"
10749,56,"Product VKCMF",15,"2007-11-20 00:00:00",38.0,"38","UK"
10749,59,"Product UKXRI",6,"2007-11-20 00:00:00",55.0,"38","UK"
10749,76,"Product JYGFE",10,"2007-11-20 00:00:00",18.0,"38","UK"
10750,14,"Product PWCJB",5,"2007-11-21 00:00:00",23.25,"87","Finland"
10750,45,"Product AQOKR",40,"2007-11-21 00:00:00",9.5,"87","Finland"
10750,59,"Product UKXRI",25,"2007-11-21 00:00:00",55.0,"87","Finland"
10751,26,"Product HLGZA",12,"2007-11-24 00:00:00",31.23,"68","Switzerland"
